"","state_po","county_name","county_fips","DEMOCRAT","REPUBLICAN","county","state","lon","lat","rMapState","rMapCounty","win"
"1465","MO","BOLLINGER",29017,750,5167,"Bollinger County","MO",-90.03084802,37.31949566,"missouri","bollinger","Donald Trump"
"1466","MO","BOONE",29019,50064,38646,"Boone County","MO",-92.29940303,38.98605951,"missouri","boone","Joseph Biden"
"1467","MO","BUCHANAN",29021,13445,22450,"Buchanan County","MO",-94.81032527,39.67013706,"missouri","buchanan","Donald Trump"
"1468","MO","BUTLER",29023,3301,14602,"Butler County","MO",-90.41352872,36.72073383,"missouri","butler","Donald Trump"
"1469","MO","CALDWELL",29025,897,3725,"Caldwell County","MO",-93.98278035,39.66324139,"missouri","caldwell","Donald Trump"
"1470","MO","CALLAWAY",29027,5870,14815,"Callaway County","MO",-91.91773615,38.83643368,"missouri","callaway","Donald Trump"
"1471","MO","CAMDEN",29029,5652,18850,"Camden County","MO",-92.7607568,38.0247056,"missouri","camden","Donald Trump"
"1472","MO","CAPE GIRARDEAU",29031,10760,28907,"Cape Girardeau County","MO",-89.68134183,37.3800471,"missouri","cape girardeau","Donald Trump"
"1473","MO","CARROLL",29033,786,3706,"Carroll County","MO",-93.51498327,39.43371261,"missouri","carroll","Donald Trump"
"1474","MO","CARTER",29035,418,2451,"Carter County","MO",-90.97971263,36.93114178,"missouri","carter","Donald Trump"
"1475","MO","CASS",29037,19052,37197,"Cass County","MO",-94.35671898,38.64569612,"missouri","cass","Donald Trump"
"1476","MO","CEDAR",29039,1145,5788,"Cedar County","MO",-93.86211369,37.72168006,"missouri","cedar","Donald Trump"
"1477","MO","CHARITON",29041,916,3111,"Chariton County","MO",-92.95150657,39.51749613,"missouri","chariton","Donald Trump"
"1478","MO","CHRISTIAN",29043,11131,34920,"Christian County","MO",-93.19344652,36.9696767,"missouri","christian","Donald Trump"
"1479","MO","CLARK",29045,678,2672,"Clark County","MO",-91.72012005,40.41702932,"missouri","clark","Donald Trump"
"1480","MO","CLAY",29047,59400,64605,"Clay County","MO",-94.41888838,39.31987014,"missouri","clay","Donald Trump"
"1481","MO","CLINTON",29049,2896,7799,"Clinton County","MO",-94.40369924,39.61163267,"missouri","clinton","Donald Trump"
"1482","MO","COLE",29051,12694,26086,"Cole County","MO",-92.27452823,38.50215022,"missouri","cole","Donald Trump"
"1483","MO","COOPER",29053,2249,6272,"Cooper County","MO",-92.80342923,38.84370771,"missouri","cooper","Donald Trump"
"1484","MO","CRAWFORD",29055,2113,8725,"Crawford County","MO",-91.30472406,37.97060773,"missouri","crawford","Donald Trump"
"1485","MO","DADE",29057,656,3414,"Dade County","MO",-93.8524546,37.43518519,"missouri","dade","Donald Trump"
"1486","MO","DALLAS",29059,1380,6619,"Dallas County","MO",-93.02914534,37.67738922,"missouri","dallas","Donald Trump"
"1487","MO","DAVIESS",29061,746,3102,"Daviess County","MO",-93.98333816,39.97065707,"missouri","daviess","Donald Trump"
"1488","MO","DEKALB",29063,930,3828,"DeKalb County","MO",-94.40110127,39.90077143,"missouri","de kalb","Donald Trump"
"1489","MO","DENT",29065,1056,5987,"Dent County","MO",-91.5143159,37.60044013,"missouri","dent","Donald Trump"
"1490","MO","DOUGLAS",29067,1016,5898,"Douglas County","MO",-92.50556209,36.9340529,"missouri","douglas","Donald Trump"
"1491","MO","DUNKLIN",29069,2200,8135,"Dunklin County","MO",-90.08852211,36.27852233,"missouri","dunklin","Donald Trump"
"1492","MO","FRANKLIN",29071,14569,38058,"Franklin County","MO",-91.07306372,38.4092413,"missouri","franklin","Donald Trump"
"1493","MO","GASCONADE",29073,1601,6222,"Gasconade County","MO",-91.50657203,38.44198343,"missouri","gasconade","Donald Trump"
"1494","MO","GENTRY",29075,613,2581,"Gentry County","MO",-94.40665365,40.21907203,"missouri","gentry","Donald Trump"
"1495","MO","GREENE",29077,55068,83630,"Greene County","MO",-93.34881025,37.25813687,"missouri","greene","Donald Trump"
"1496","MO","GRUNDY",29079,799,3585,"Grundy County","MO",-93.5617695,40.12279819,"missouri","grundy","Donald Trump"
"1497","MO","HARRISON",29081,597,3198,"Harrison County","MO",-93.99294475,40.37010524,"missouri","harrison","Donald Trump"
"1498","MO","HENRY",29083,2619,8027,"Henry County","MO",-93.79668244,38.39002545,"missouri","henry","Donald Trump"
"1499","MO","HICKORY",29085,1056,3966,"Hickory County","MO",-93.32276575,37.9464538,"missouri","hickory","Donald Trump"
"1500","MO","HOLT",29087,338,1976,"Holt County","MO",-95.20969936,40.10569433,"missouri","holt","Donald Trump"
"1501","MO","HOWARD",29089,1413,3553,"Howard County","MO",-92.68246006,39.14268667,"missouri","howard","Donald Trump"
"1502","MO","HOWELL",29091,3218,15181,"Howell County","MO",-91.89224271,36.77228751,"missouri","howell","Donald Trump"
"1503","MO","IRON",29093,945,3596,"Iron County","MO",-90.78226608,37.55116879,"missouri","iron","Donald Trump"
"1504","MO","JACKSON",29095,92182,100142,"Jackson County","MO",-94.34867665,39.01030165,"missouri","jackson","Donald Trump"
"1505","MO","JASPER",29097,13549,37728,"Jasper County","MO",-94.35150624,37.21560857,"missouri","jasper","Donald Trump"
"1506","MO","JEFFERSON",29099,37523,77046,"Jefferson County","MO",-90.54184314,38.25596682,"missouri","jefferson","Donald Trump"
"1507","MO","JOHNSON",29101,6974,15489,"Johnson County","MO",-93.80609913,38.7458533,"missouri","johnson","Donald Trump"
"1508","MO","KNOX",29103,340,1486,"Knox County","MO",-92.13278373,40.13238771,"missouri","knox","Donald Trump"
"1509","MO","LACLEDE",29105,2780,13762,"Laclede County","MO",-92.58776812,37.65567673,"missouri","laclede","Donald Trump"
"1510","MO","LAFAYETTE",29107,4472,12273,"Lafayette County","MO",-93.78435622,39.06577653,"missouri","lafayette","Donald Trump"
"1511","MO","LAWRENCE",29109,3214,14426,"Lawrence County","MO",-93.83626663,37.11251553,"missouri","lawrence","Donald Trump"
"1512","MO","LEWIS",29111,984,3553,"Lewis County","MO",-91.70728603,40.09846649,"missouri","lewis","Donald Trump"
"1513","MO","LINCOLN",29113,6607,21848,"Lincoln County","MO",-90.96503997,39.05495898,"missouri","lincoln","Donald Trump"
"1514","MO","LINN",29115,1275,4363,"Linn County","MO",-93.10559984,39.87064868,"missouri","linn","Donald Trump"
"1515","MO","LIVINGSTON",29117,1410,5267,"Livingston County","MO",-93.5500077,39.79258946,"missouri","livingston","Donald Trump"
"1516","MO","MCDONALD",29119,1439,7465,"McDonald County","MO",-94.36057043,36.63852777,"missouri","mcdonald","Donald Trump"
"1517","MO","MACON",29121,1662,6076,"Macon County","MO",-92.54811078,39.83243254,"missouri","macon","Donald Trump"
"1518","MO","MADISON",29123,1019,4584,"Madison County","MO",-90.34812276,37.47470594,"missouri","madison","Donald Trump"
"1519","MO","MARIES",29125,814,3892,"Maries County","MO",-91.91881282,38.16091523,"missouri","maries","Donald Trump"
"1520","MO","MARION",29127,3202,9915,"Marion County","MO",-91.61304861,39.80330448,"missouri","marion","Donald Trump"
"1521","MO","MERCER",29129,222,1541,"Mercer County","MO",-93.56745443,40.43676643,"missouri","mercer","Donald Trump"
"1522","MO","MILLER",29131,2038,10176,"Miller County","MO",-92.42036115,38.21191766,"missouri","miller","Donald Trump"
"1523","MO","MISSISSIPPI",29133,1178,3537,"Mississippi County","MO",-89.2734122,36.8287823,"missouri","mississippi","Donald Trump"
"1524","MO","MONITEAU",29135,1308,5744,"Moniteau County","MO",-92.57780422,38.63111929,"missouri","moniteau","Donald Trump"
"1525","MO","MONROE",29137,936,3477,"Monroe County","MO",-91.98427823,39.49198894,"missouri","monroe","Donald Trump"
"1526","MO","MONTGOMERY",29139,1208,4465,"Montgomery County","MO",-91.46256607,38.93472707,"missouri","montgomery","Donald Trump"
"1527","MO","MORGAN",29141,1924,7442,"Morgan County","MO",-92.88329565,38.42253434,"missouri","morgan","Donald Trump"
"1528","MO","NEW MADRID",29143,1748,5447,"New Madrid County","MO",-89.64355499,36.59461637,"missouri","new madrid","Donald Trump"
"1529","MO","NEWTON",29145,5818,22120,"Newton County","MO",-94.34865685,36.91797988,"missouri","newton","Donald Trump"
"1530","MO","NODAWAY",29147,2853,6865,"Nodaway County","MO",-94.88419366,40.37894637,"missouri","nodaway","Donald Trump"
"1531","MO","OREGON",29149,823,3847,"Oregon County","MO",-91.41720825,36.68441901,"missouri","oregon","Donald Trump"
"1532","MO","OSAGE",29151,1037,6425,"Osage County","MO",-91.85436613,38.46128291,"missouri","osage","Donald Trump"
"1533","MO","OZARK",29153,752,4064,"Ozark County","MO",-92.44181714,36.65114053,"missouri","ozark","Donald Trump"
"1534","MO","PEMISCOT",29155,1560,4120,"Pemiscot County","MO",-89.78898197,36.2124657,"missouri","pemiscot","Donald Trump"
"1535","MO","PERRY",29157,1664,7657,"Perry County","MO",-89.82899679,37.703374,"missouri","perry","Donald Trump"
"1536","MO","PETTIS",29159,4783,13854,"Pettis County","MO",-93.28276201,38.73056359,"missouri","pettis","Donald Trump"
"1537","MO","PHELPS",29161,5637,13480,"Phelps County","MO",-91.79188192,37.87340498,"missouri","phelps","Donald Trump"
"1538","MO","PIKE",29163,1717,5863,"Pike County","MO",-91.16742828,39.33610213,"missouri","pike","Donald Trump"
"1539","MO","PLATTE",29165,27179,28917,"Platte County","MO",-94.77186861,39.38923997,"missouri","platte","Donald Trump"
"1540","MO","POLK",29167,2885,11850,"Polk County","MO",-93.40887724,37.61863765,"missouri","polk","Donald Trump"
"1541","MO","PULASKI",29169,3740,10329,"Pulaski County","MO",-92.20316979,37.82033466,"missouri","pulaski","Donald Trump"
"1542","MO","PUTNAM",29171,361,1984,"Putnam County","MO",-93.01082418,40.49222968,"missouri","putnam","Donald Trump"
"1543","MO","RALLS",29173,1205,4396,"Ralls County","MO",-91.50899006,39.52359448,"missouri","ralls","Donald Trump"
"1544","MO","RANDOLPH",29175,2485,8018,"Randolph County","MO",-92.47694864,39.43804788,"missouri","randolph","Donald Trump"
"1545","MO","RAY",29177,3109,8345,"Ray County","MO",-93.9923156,39.35602493,"missouri","ray","Donald Trump"
"1546","MO","REYNOLDS",29179,529,2733,"Reynolds County","MO",-90.97520162,37.35121377,"missouri","reynolds","Donald Trump"
"1547","MO","RIPLEY",29181,833,4839,"Ripley County","MO",-90.87306994,36.65066954,"missouri","ripley","Donald Trump"
"1548","MO","ST. CHARLES",29183,89530,128389,"St. Charles County","MO",-90.67056707,38.78283345,"missouri","st charles","Donald Trump"
"1549","MO","ST. CLAIR",29185,988,3932,"St. Clair County","MO",-93.78217755,38.038767,"missouri","st clair","Donald Trump"
"1550","MO","STE. GENEVIEVE",29186,2713,6630,"Ste. Genevieve County","MO",-90.19447915,37.88883953,"missouri","ste genevieve","Donald Trump"
"1551","MO","ST. FRANCOIS",29187,7044,20511,"St. Francois County","MO",-90.47573427,37.80658486,"missouri","st francois","Donald Trump"
"1552","MO","ST. LOUIS COUNTY",29189,328151,199493,"St. Louis County","MO",-90.44919885,38.64148134,"missouri","st louis","Joseph Biden"
"1553","MO","SALINE",29195,2904,6451,"Saline County","MO",-93.19561198,39.14064056,"missouri","saline","Donald Trump"
"1554","MO","SCHUYLER",29197,373,1606,"Schuyler County","MO",-92.5074041,40.48032618,"missouri","schuyler","Donald Trump"
"1555","MO","SCOTLAND",29199,388,1560,"Scotland County","MO",-92.13436632,40.46355974,"missouri","scotland","Donald Trump"
"1556","MO","SCOTT",29201,3753,13769,"Scott County","MO",-89.56472931,37.05127459,"missouri","scott","Donald Trump"
"1557","MO","SHANNON",29203,706,3165,"Shannon County","MO",-91.40926513,37.15248055,"missouri","shannon","Donald Trump"
"1558","MO","SHELBY",29205,592,2700,"Shelby County","MO",-92.05383146,39.79598937,"missouri","shelby","Donald Trump"
"1559","MO","STODDARD",29207,1819,11484,"Stoddard County","MO",-89.94693992,36.85655549,"missouri","stoddard","Donald Trump"
"1560","MO","STONE",29209,3506,14800,"Stone County","MO",-93.47086098,36.74848862,"missouri","stone","Donald Trump"
"1561","MO","SULLIVAN",29211,478,1974,"Sullivan County","MO",-93.10451262,40.2128123,"missouri","sullivan","Donald Trump"
"1562","MO","TANEY",29213,5339,20508,"Taney County","MO",-93.04882907,36.65886916,"missouri","taney","Donald Trump"
"1563","MO","TEXAS",29215,1716,9478,"Texas County","MO",-91.96757009,37.3134623,"missouri","texas","Donald Trump"
"1564","MO","VERNON",29217,1903,7155,"Vernon County","MO",-94.35087552,37.8527786,"missouri","vernon","Donald Trump"
"1565","MO","WARREN",29219,4769,13222,"Warren County","MO",-91.14710059,38.75908098,"missouri","warren","Donald Trump"
"1566","MO","WASHINGTON",29221,1804,8047,"Washington County","MO",-90.87984281,37.95520656,"missouri","washington","Donald Trump"
"1567","MO","WAYNE",29223,845,4987,"Wayne County","MO",-90.47472299,37.11027401,"missouri","wayne","Donald Trump"
"1568","MO","WEBSTER",29225,3573,14880,"Webster County","MO",-92.8807147,37.28119947,"missouri","webster","Donald Trump"
"1569","MO","WORTH",29227,215,877,"Worth County","MO",-94.4252482,40.49403143,"missouri","worth","Donald Trump"
"1570","MO","WRIGHT",29229,1168,7453,"Wright County","MO",-92.46979775,37.26744907,"missouri","wright","Donald Trump"
"1571","MO","ST. LOUIS CITY",29510,110089,21474,"St. Louis city","MO",-90.25469905,38.63405994,"missouri","st louis city","Joseph Biden"
"1572","MO","KANSAS CITY",36000,107660,26393,NA,NA,NA,NA,NA,NA,"Joseph Biden"
"1573","NV","CHURCHILL",32001,3048,9367,"Churchill County","NV",-118.3511522,39.57766616,"nevada","churchill","Donald Trump"
"1574","NV","CLARK",32003,521777,430809,"Clark County","NV",-115.0204796,36.21962581,"nevada","clark","Joseph Biden"
"1575","NV","DOUGLAS",32005,11570,21623,"Douglas County","NV",-119.6122644,38.90653404,"nevada","douglas","Donald Trump"
"1576","NV","ELKO",32007,4555,16734,"Elko County","NV",-115.3580714,41.15518334,"nevada","elko","Donald Trump"
"1577","NV","ESMERALDA",32009,72,395,"Esmeralda County","NV",-117.6378092,37.78634783,"nevada","esmeralda","Donald Trump"
"1578","NV","EUREKA",32011,104,887,"Eureka County","NV",-116.2359752,39.96070904,"nevada","eureka","Donald Trump"
"1579","NV","HUMBOLDT",32013,1689,5877,"Humboldt County","NV",-118.1095763,41.41287792,"nevada","humboldt","Donald Trump"
"1580","NV","LANDER",32015,496,2198,"Lander County","NV",-117.0402578,39.94229394,"nevada","lander","Donald Trump"
"1581","NV","LINCOLN",32017,330,2067,"Lincoln County","NV",-114.8721532,37.63820024,"nevada","lincoln","Donald Trump"
"1582","NV","LYON",32019,8472,20906,"Lyon County","NV",-119.1955829,39.02016629,"nevada","lyon","Donald Trump"
"1583","NV","MINERAL",32021,824,1420,"Mineral County","NV",-118.4391036,38.52832882,"nevada","mineral","Donald Trump"
"1584","NV","NYE",32023,7287,17527,"Nye County","NV",-116.4721812,38.04520053,"nevada","nye","Donald Trump"
"1585","NV","PERSHING",32027,547,1731,"Pershing County","NV",-118.4099315,40.45319988,"nevada","pershing","Donald Trump"
"1586","NV","STOREY",32029,900,1901,"Storey County","NV",-119.5325102,39.44577212,"nevada","storey","Donald Trump"
"1587","NV","WASHOE",32031,128052,116653,"Washoe County","NV",-119.6632968,40.67153341,"nevada","washoe","Joseph Biden"
"1588","NV","WHITE PINE",32033,856,3400,"White Pine County","NV",-114.8650745,39.44002874,"nevada","white pine","Donald Trump"
"1589","NV","CARSON CITY",32510,12735,16113,"Carson City","NV",-119.7427045,39.15136547,"nevada","carson city","Donald Trump"
"1590","NH","BELKNAP",33001,16894,20899,"Belknap County","NH",-71.42227325,43.51750563,"new hampshire","belknap","Donald Trump"
"1591","NH","CARROLL",33003,16649,16150,"Carroll County","NH",-71.19964826,43.88247351,"new hampshire","carroll","Joseph Biden"
"1592","NH","CHESHIRE",33005,25522,17898,"Cheshire County","NH",-72.25419366,42.92029356,"new hampshire","cheshire","Joseph Biden"
"1593","NH","COOS",33007,7640,8617,"Coos County","NH",-71.30769636,44.70653092,"new hampshire","coos","Donald Trump"
"1594","NH","GRAFTON",33009,33180,19905,"Grafton County","NH",-71.81627339,43.93652003,"new hampshire","grafton","Joseph Biden"
"1595","NH","HILLSBOROUGH",33011,122344,104625,"Hillsborough County","NH",-71.71271034,42.91749106,"new hampshire","hillsborough","Joseph Biden"
"1596","NH","MERRIMACK",33013,48533,39711,"Merrimack County","NH",-71.68097076,43.29866862,"new hampshire","merrimack","Joseph Biden"
"1597","NH","ROCKINGHAM",33015,100064,95858,"Rockingham County","NH",-71.12158814,42.99016777,"new hampshire","rockingham","Joseph Biden"
"1598","NH","STRAFFORD",33017,41721,30489,"Strafford County","NH",-71.03101117,43.30343833,"new hampshire","strafford","Joseph Biden"
"1599","NH","SULLIVAN",33019,12390,11508,"Sullivan County","NH",-72.22276179,43.36265383,"new hampshire","sullivan","Joseph Biden"
"1600","NJ","ATLANTIC",34001,73808,64438,"Atlantic County","NJ",-74.67417523,39.4805908,"new jersey","atlantic","Joseph Biden"
"1601","NJ","BERGEN",34003,285967,204417,"Bergen County","NJ",-74.0737793,40.96161526,"new jersey","bergen","Joseph Biden"
"1602","NJ","BURLINGTON",34005,154595,103345,"Burlington County","NJ",-74.6657928,39.8845274,"new jersey","burlington","Joseph Biden"
"1603","NJ","CAMDEN",34007,175065,86207,"Camden County","NJ",-74.9467993,39.79757601,"new jersey","camden","Joseph Biden"
"1604","NJ","CAPE MAY",34009,23941,33158,"Cape May County","NJ",-74.80786238,39.15103809,"new jersey","cape may","Donald Trump"
"1605","NJ","CUMBERLAND",34011,32742,28952,"Cumberland County","NJ",-75.11115454,39.3706433,"new jersey","cumberland","Joseph Biden"
"1606","NJ","ESSEX",34013,266820,75475,"Essex County","NJ",-74.24867039,40.79100985,"new jersey","essex","Joseph Biden"
"1607","NJ","GLOUCESTER",34015,86702,83340,"Gloucester County","NJ",-75.13739449,39.71494423,"new jersey","gloucester","Joseph Biden"
"1608","NJ","HUDSON",34017,181452,65698,"Hudson County","NJ",-74.092982,40.74154421,"new jersey","hudson","Joseph Biden"
"1609","NJ","HUNTERDON",34019,39457,43153,"Hunterdon County","NJ",-74.91399192,40.57308721,"new jersey","hunterdon","Donald Trump"
"1610","NJ","MERCER",34021,122532,51641,"Mercer County","NJ",-74.69454763,40.28633596,"new jersey","mercer","Joseph Biden"
"1611","NJ","MIDDLESEX",34023,226250,143467,"Middlesex County","NJ",-74.41747601,40.44670472,"new jersey","middlesex","Joseph Biden"
"1612","NJ","MONMOUTH",34025,181291,191808,"Monmouth County","NJ",-74.20899497,40.26115783,"new jersey","monmouth","Donald Trump"
"1613","NJ","MORRIS",34027,153881,141134,"Morris County","NJ",-74.55698658,40.86162841,"new jersey","morris","Joseph Biden"
"1614","NJ","OCEAN",34029,119456,217740,"Ocean County","NJ",-74.28385628,39.91416146,"new jersey","ocean","Donald Trump"
"1615","NJ","PASSAIC",34031,129097,92009,"Passaic County","NJ",-74.2986645,41.03232275,"new jersey","passaic","Joseph Biden"
"1616","NJ","SALEM",34033,14479,18827,"Salem County","NJ",-75.34276822,39.59320402,"new jersey","salem","Donald Trump"
"1617","NJ","SOMERSET",34035,111173,71996,"Somerset County","NJ",-74.62239066,40.56772099,"new jersey","somerset","Joseph Biden"
"1618","NJ","SUSSEX",34037,34481,51698,"Sussex County","NJ",-74.69524673,41.14084159,"new jersey","sussex","Donald Trump"
"1619","NJ","UNION",34039,170245,80002,"Union County","NJ",-74.31497857,40.66754875,"new jersey","union","Joseph Biden"
"1620","NJ","WARREN",34041,24901,34769,"Warren County","NJ",-75.00165762,40.86242672,"new jersey","warren","Donald Trump"
"1621","NM","BERNALILLO",35001,193757,116135,"Bernalillo County","NM",-106.6767435,35.04691438,"new mexico","bernalillo","Joseph Biden"
"1622","NM","CATRON",35003,595,1698,"Catron County","NM",-108.4110664,33.9136404,"new mexico","catron","Donald Trump"
"1623","NM","CHAVES",35005,6381,15656,"Chaves County","NM",-104.4653134,33.35864138,"new mexico","chaves","Donald Trump"
"1624","NM","CIBOLA",35006,4745,3975,"Cibola County","NM",-108.0032039,34.90848607,"new mexico","cibola","Joseph Biden"
"1625","NM","COLFAX",35007,2611,3271,"Colfax County","NM",-104.6473454,36.59553776,"new mexico","colfax","Donald Trump"
"1626","NM","CURRY",35009,4307,10444,"Curry County","NM",-103.3510734,34.57533354,"new mexico","curry","Donald Trump"
"1627","NM","DE BACA",35011,231,656,"De Baca County","NM",-104.414751,34.34266671,"new mexico","de baca","Donald Trump"
"1628","NM","DONA ANA",35013,47957,32802,"Dona Ana County","NM",-106.8416597,32.34649429,"new mexico","dona ana","Joseph Biden"
"1629","NM","EDDY",35015,5424,17454,"Eddy County","NM",-104.3030404,32.46685667,"new mexico","eddy","Donald Trump"
"1630","NM","GRANT",35017,7590,6553,"Grant County","NM",-108.3877249,32.74469933,"new mexico","grant","Joseph Biden"
"1631","NM","GUADALUPE",35019,1234,917,"Guadalupe County","NM",-104.7870884,34.85921372,"new mexico","guadalupe","Joseph Biden"
"1632","NM","HARDING",35021,179,319,"Harding County","NM",-103.814818,35.85244889,"new mexico","harding","Donald Trump"
"1633","NM","HIDALGO",35023,823,1120,"Hidalgo County","NM",-108.7263348,31.92778689,"new mexico","hidalgo","Donald Trump"
"1634","NM","LEA",35025,4061,16531,"Lea County","NM",-103.4124441,32.78279933,"new mexico","lea","Donald Trump"
"1635","NM","LINCOLN",35027,3194,6942,"Lincoln County","NM",-105.463641,33.74017606,"new mexico","lincoln","Donald Trump"
"1636","NM","LOS ALAMOS",35028,7554,4278,"Los Alamos County","NM",-106.315252,35.85950589,"new mexico","los alamos","Joseph Biden"
"1637","NM","LUNA",35029,3563,4408,"Luna County","NM",-107.762235,32.1813824,"new mexico","luna","Donald Trump"
"1638","NM","MCKINLEY",35031,18029,7801,"McKinley County","NM",-108.2675106,35.57982964,"new mexico","mckinley","Joseph Biden"
"1639","NM","MORA",35033,1745,903,"Mora County","NM",-104.9516898,36.00258002,"new mexico","mora","Joseph Biden"
"1640","NM","OTERO",35035,8485,14521,"Otero County","NM",-105.7491534,32.60543278,"new mexico","otero","Donald Trump"
"1641","NM","QUAY",35037,1170,2634,"Quay County","NM",-103.5449223,35.10172421,"new mexico","quay","Donald Trump"
"1642","NM","RIO ARRIBA",35039,10990,5408,"Rio Arriba County","NM",-106.7112903,36.50046388,"new mexico","rio arriba","Joseph Biden"
"1643","NM","ROOSEVELT",35041,1802,4634,"Roosevelt County","NM",-103.4806714,34.02086808,"new mexico","roosevelt","Donald Trump"
"1644","NM","SANDOVAL",35043,40588,34174,"Sandoval County","NM",-106.8698598,35.67887882,"new mexico","sandoval","Joseph Biden"
"1645","NM","SAN JUAN",35045,18083,32874,"San Juan County","NM",-108.3256627,36.50871212,"new mexico","san juan","Donald Trump"
"1646","NM","SAN MIGUEL",35047,7888,3421,"San Miguel County","NM",-104.812564,35.47166102,"new mexico","san miguel","Joseph Biden"
"1647","NM","SANTA FE",35049,62530,18329,"Santa Fe County","NM",-105.977299,35.49856389,"new mexico","santa fe","Joseph Biden"
"1648","NM","SIERRA",35051,2265,3542,"Sierra County","NM",-107.2014065,33.12671322,"new mexico","sierra","Donald Trump"
"1649","NM","SOCORRO",35053,3722,3255,"Socorro County","NM",-106.9339384,34.0062219,"new mexico","socorro","Joseph Biden"
"1650","NM","TAOS",35055,13121,3715,"Taos County","NM",-105.6411428,36.56559631,"new mexico","taos","Joseph Biden"
"1651","NM","TORRANCE",35057,2344,4772,"Torrance County","NM",-105.8465551,34.63126434,"new mexico","torrance","Donald Trump"
"1652","NM","UNION",35059,383,1388,"Union County","NM",-103.4740913,36.474897,"new mexico","union","Donald Trump"
"1653","NM","VALENCIA",35061,14263,17364,"Valencia County","NM",-106.8060817,34.71006355,"new mexico","valencia","Donald Trump"
"1654","NY","ALBANY",36001,99474,51081,"Albany County","NY",-73.97451843,42.60391914,"new york","albany","Joseph Biden"
"1655","NY","ALLEGANY",36003,6048,14135,"Allegany County","NY",-78.03352291,42.25604318,"new york","allegany","Donald Trump"
"1656","NY","BRONX",36005,355374,67740,"Bronx County","NY",-73.86494465,40.85618156,"new york","bronx","Joseph Biden"
"1657","NY","BROOME",36007,47010,43800,"Broome County","NY",-75.81766281,42.16336714,"new york","broome","Joseph Biden"
"1658","NY","CATTARAUGUS",36009,11879,22155,"Cattaraugus County","NY",-78.67715953,42.2496734,"new york","cattaraugus","Donald Trump"
"1659","NY","CAYUGA",36011,16149,19512,"Cayuga County","NY",-76.55464868,42.91937733,"new york","cayuga","Donald Trump"
"1660","NY","CHAUTAUQUA",36013,23087,34853,"Chautauqua County","NY",-79.36496073,42.23210063,"new york","chautauqua","Donald Trump"
"1661","NY","CHEMUNG",36015,16636,21922,"Chemung County","NY",-76.76316619,42.14159273,"new york","chemung","Donald Trump"
"1662","NY","CHENANGO",36017,8290,13482,"Chenango County","NY",-75.60951593,42.49580328,"new york","chenango","Donald Trump"
"1663","NY","CLINTON",36019,18364,16514,"Clinton County","NY",-73.68638371,44.74823216,"new york","clinton","Joseph Biden"
"1664","NY","COLUMBIA",36021,20386,14464,"Columbia County","NY",-73.63709391,42.25262343,"new york","columbia","Joseph Biden"
"1665","NY","CORTLAND",36023,10369,10789,"Cortland County","NY",-76.06449098,42.59475289,"new york","cortland","Donald Trump"
"1666","NY","DELAWARE",36025,9143,13387,"Delaware County","NY",-74.9704907,42.19659292,"new york","delaware","Donald Trump"
"1667","NY","DUTCHESS",36027,81443,66872,"Dutchess County","NY",-73.7519071,41.76732521,"new york","dutchess","Joseph Biden"
"1668","NY","ERIE",36029,267174,197527,"Erie County","NY",-78.73493278,42.76450405,"new york","erie","Joseph Biden"
"1669","NY","ESSEX",36031,9947,8976,"Essex County","NY",-73.78035307,44.11612863,"new york","essex","Joseph Biden"
"1670","NY","FRANKLIN",36033,9253,9668,"Franklin County","NY",-74.30672735,44.59142651,"new york","franklin","Donald Trump"
"1671","NY","FULTON",36035,7931,15378,"Fulton County","NY",-74.4252687,43.11157583,"new york","fulton","Donald Trump"
"1672","NY","GENESEE",36037,9625,18876,"Genesee County","NY",-78.19807158,42.99963258,"new york","genesee","Donald Trump"
"1673","NY","GREENE",36039,10346,14271,"Greene County","NY",-74.13099837,42.27937477,"new york","greene","Donald Trump"
"1674","NY","HAMILTON",36041,1178,2225,"Hamilton County","NY",-74.50426776,43.66007705,"new york","hamilton","Donald Trump"
"1675","NY","HERKIMER",36043,9937,18870,"Herkimer County","NY",-74.97219129,43.4141244,"new york","herkimer","Donald Trump"
"1676","NY","JEFFERSON",36045,17307,25629,"Jefferson County","NY",-75.91629678,44.03170465,"new york","jefferson","Donald Trump"
"1677","NY","KINGS",36047,703310,202772,"Kings County","NY",-73.95465424,40.64057761,"new york","kings","Joseph Biden"
"1678","NY","LEWIS",36049,3824,8894,"Lewis County","NY",-75.45191134,43.78292917,"new york","lewis","Donald Trump"
"1679","NY","LIVINGSTON",36051,12477,18182,"Livingston County","NY",-77.78247429,42.72247211,"new york","livingston","Donald Trump"
"1680","NY","MADISON",36053,14807,18408,"Madison County","NY",-75.67317735,42.91485583,"new york","madison","Donald Trump"
"1681","NY","MONROE",36055,225746,145661,"Monroe County","NY",-77.70188831,43.14305942,"new york","monroe","Joseph Biden"
"1682","NY","MONTGOMERY",36057,7977,12745,"Montgomery County","NY",-74.45333983,42.9015779,"new york","montgomery","Donald Trump"
"1683","NY","NASSAU",36059,396504,326716,"Nassau County","NY",-73.58388267,40.74586173,"new york","nassau","Joseph Biden"
"1684","NY","NEW YORK",36061,603040,85185,"New York County","NY",-73.97427095,40.77021579,"new york","new york","Joseph Biden"
"1685","NY","NIAGARA",36063,46029,56068,"Niagara County","NY",-78.73466893,43.19856158,"new york","niagara","Donald Trump"
